Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,46.75,49.74,49.38,48.01,49.69,47.08,48.69,47.15,51.03,48.87
20,17.31,20.31,18.43,20.42,20.15,21.61,21.05,21.28,20.75,19.24
30,10.8,9.62,9.55,14.39,13.1,13.52,12.05,14.21,10.36,8.28
