Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,2.47,2.39,1.21,1.3,1.68,1.74,2.9,1.67,1.79,2.05
20,3.26,3.36,1.64,1.64,2.14,2.14,3.97,2.8,2.53,3.27
30,3.7,3.74,1.89,1.83,2.0,2.18,4.82,2.23,2.34,3.0
