Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,5.35,4.61,6.82,5.01,3.34,4.38,4.71,5.11,2.67,4.95
2,5.38,4.46,5.33,3.65,2.57,2.97,4.75,3.05,4.26,5.56
3,6.67,5.92,13.05,5.55,3.84,4.29,7.67,5.18,5.96,5.35
4,8.36,6.94,8.99,6.37,4.37,6.84,9.15,6.61,7.92,9.57
