Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,6.59,5.38,5.45,6.07,5.86,5.45,5.38,5.35,5.47,4.67
20,24.06,21.85,22.52,22.5,22.84,20.03,20.68,18.92,21.29,19.42
30,42.83,39.88,38.33,41.54,40.95,37.92,37.13,34.19,38.2,34.82
