Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,2.03,1.3,1.26,1.76,1.88,1.75,1.58,2.18,1.12,1.11
2,6.02,3.88,4.3,6.65,7.93,9.2,7.54,7.3,4.16,5.28
3,11.81,7.35,7.18,15.02,11.78,14.3,18.08,16.34,5.59,9.53
4,20.87,16.38,14.4,26.6,22.83,31.5,27.35,31.01,13.68,20.46
