Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,9.41,8.73,8.5,9.32,9.06,9.17,9.1,9.33,8.6,8.35
20,16.47,15.3,14.74,15.82,15.61,16.78,16.04,16.81,14.94,15.07
30,27.0,25.78,25.17,27.02,26.6,27.18,26.12,26.89,25.3,25.42
