Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,14.1,14.45,14.65,13.66,12.57,13.81,14.38,17.84,14.04,15.28
2,29.49,28.14,29.91,30.05,34.84,30.38,28.07,29.6,29.69,28.43
3,29.47,33.11,20.33,28.17,26.11,24.22,29.43,31.79,22.92,17.04
4,23.99,27.82,29.41,22.32,25.62,25.35,29.51,30.72,23.68,29.4
