Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.88,0.69,0.56,0.41,1.44,1.45,1.05,1.26,1.13,0.52
2,5.16,5.31,3.34,2.04,5.99,5.32,4.99,4.92,4.78,2.73
3,7.01,8.09,3.14,3.58,2.59,5.49,9.96,6.58,8.52,7.14
4,3.08,3.22,1.68,1.44,2.4,2.78,4.23,3.12,3.0,2.3
