Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.89,0.87,1.0,0.9,1.33,1.45,1.07,1.09,1.03,0.81
20,2.92,2.93,1.63,2.23,1.25,1.39,2.71,1.88,1.53,1.74
30,2.66,2.87,1.71,1.77,1.29,1.37,3.15,1.68,1.66,2.23
