Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,88.51,90.29,89.82,89.49,89.01,89.69,87.98,88.8,90.25,89.82
20,60.64,74.91,72.3,69.69,58.67,64.31,70.36,74.03,76.12,77.86
30,35.45,37.26,45.92,27.43,25.42,33.03,22.35,44.34,46.66,50.56
