Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,3.94,3.09,3.21,2.33,1.54,1.71,5.92,3.53,3.24,4.25
2,5.35,4.09,19.6,19.14,7.67,9.4,13.48,3.23,2.65,5.03
3,5.59,5.39,6.62,3.92,3.9,2.69,10.96,5.11,5.74,7.02
4,6.13,5.23,4.35,5.16,2.66,2.19,6.87,5.92,2.73,5.08
