Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,99.08,99.82,99.94,99.3,99.28,98.12,98.51,99.32,99.9,99.84
2,72.55,80.12,80.19,67.26,70.04,65.59,66.77,69.67,79.61,77.5
3,42.6,53.62,45.18,30.34,32.12,32.86,29.43,30.05,53.9,40.19
4,21.29,41.5,32.86,26.23,16.96,19.91,20.94,17.5,36.73,29.27
