Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,88.87,89.88,90.13,89.26,89.41,89.78,89.09,88.94,90.11,90.23
20,40.42,61.56,61.33,44.86,42.42,49.08,44.13,62.73,56.36,70.31
30,41.13,47.39,52.43,23.71,30.79,25.26,21.22,42.68,55.51,52.96
