Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,7.74,5.73,9.72,5.67,3.81,3.87,8.1,5.38,6.96,7.08
2,4.5,5.07,6.48,3.91,3.44,1.98,5.05,2.2,4.11,10.05
3,6.5,5.75,11.42,8.73,7.79,5.82,10.41,5.9,3.94,4.88
4,5.27,4.37,6.15,4.18,2.22,2.06,7.06,2.99,2.74,3.66
