Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.68,1.79,0.97,0.96,1.4,1.48,2.16,1.24,1.26,1.36
20,3.0,3.08,1.45,1.48,1.81,1.95,3.88,2.04,2.04,2.84
30,3.6,3.51,1.87,1.81,1.69,1.81,4.69,2.18,2.08,2.84
