Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,2.77,11.65,26.09,7.71,5.46,9.8,8.86,8.92,4.86,5.21
2,8.49,7.11,3.73,2.0,1.87,4.03,4.37,6.15,1.01,1.81
3,3.91,4.35,3.26,0.82,1.94,12.57,1.64,0.51,2.26,1.72
4,2.01,3.05,4.4,9.19,2.2,1.28,7.25,3.17,7.32,5.4
