Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,22.36,24.18,20.25,25.26,23.13,29.87,27.71,31.36,20.55,21.94
20,11.92,7.44,5.72,14.89,13.99,20.01,19.12,18.25,6.01,7.33
30,13.4,12.8,11.12,16.08,15.16,16.7,11.75,15.16,11.78,16.42
