Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,23.82,8.11,27.77,33.6,25.21,28.35,25.18,19.71,23.57,28.17
2,11.26,8.87,7.18,4.22,7.2,4.95,6.8,2.21,7.09,9.38
3,3.95,4.17,5.04,6.73,4.62,7.28,7.41,3.75,4.08,3.97
4,5.67,5.88,3.77,14.48,4.4,6.67,10.71,5.02,17.38,3.5
