Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,94.46,95.45,95.67,93.99,94.34,93.43,92.92,92.15,95.7,94.92
2,64.13,74.87,74.9,66.0,64.61,48.9,51.94,42.22,74.05,62.26
3,31.7,39.15,50.68,20.22,24.53,20.17,18.44,18.52,50.04,43.27
4,25.14,30.22,40.51,13.18,26.06,17.35,12.27,21.75,34.91,30.46
