Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,88.24,89.54,89.71,89.21,88.08,87.43,88.37,88.06,89.86,89.54
20,61.79,67.59,56.61,58.23,47.4,39.24,44.0,51.57,62.53,60.33
30,30.31,46.12,44.01,26.77,20.05,15.39,13.3,19.1,48.02,36.27
