Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,17.43,19.71,19.31,19.45,18.42,15.78,15.13,10.75,21.06,20.79
20,32.8,39.0,39.83,35.08,34.31,35.1,34.52,35.92,40.08,41.97
30,22.41,26.49,24.24,27.54,26.8,25.5,29.46,21.26,25.96,22.58
