Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,30.53,35.3,34.58,26.66,30.6,27.01,33.55,28.37,37.47,5.2
2,6.78,10.65,11.84,11.74,6.88,6.81,7.6,7.81,4.26,15.22
3,16.31,9.05,22.99,18.97,25.85,8.11,15.51,11.84,31.04,5.15
4,11.37,14.0,24.65,14.92,13.37,13.64,10.32,2.02,11.91,17.55
