Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,2.79,2.86,1.42,1.43,1.68,1.75,3.22,1.94,1.98,2.53
20,2.73,2.72,1.41,1.41,1.76,1.7,3.66,1.88,2.04,2.96
30,3.88,3.85,1.86,1.9,1.83,2.1,4.69,2.4,2.68,3.29
