Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,5.55,4.35,4.42,4.71,5.0,4.29,4.23,4.08,4.54,3.68
20,14.88,13.52,13.5,14.43,14.22,14.28,13.68,14.27,13.41,13.33
30,28.24,26.15,25.85,27.99,27.93,27.13,27.12,25.7,25.51,24.27
