Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.43,1.0,0.89,1.41,1.4,1.44,1.41,1.5,0.82,0.93
2,4.61,3.13,3.55,5.94,7.27,7.71,6.92,5.07,3.13,3.85
3,11.69,8.51,7.65,16.24,10.8,16.0,19.99,16.96,6.64,10.45
4,18.87,14.46,14.24,26.25,21.61,27.79,23.44,24.78,12.96,16.65
