Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,94.83,99.06,98.0,94.86,94.47,96.68,94.62,94.36,99.37,97.75
2,75.0,83.31,80.53,70.75,62.47,59.43,62.68,64.38,85.94,81.36
3,41.02,63.24,62.35,37.54,43.85,27.39,40.91,34.35,68.79,56.82
4,20.18,31.03,30.78,19.98,22.25,21.59,15.83,15.18,38.16,21.01
