Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,88.79,90.34,89.85,89.3,89.32,90.18,89.7,90.68,90.38,91.19
20,65.57,73.14,74.94,64.4,66.29,72.93,68.61,74.28,76.55,78.87
30,50.51,62.68,63.71,49.88,48.31,48.71,51.54,62.92,65.11,65.22
