Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,4.95,4.15,5.41,3.54,1.89,2.22,8.76,3.68,3.64,5.79
2,7.26,6.02,17.11,14.52,7.02,6.35,8.66,4.09,2.83,5.96
3,13.53,12.08,15.15,7.7,12.08,4.1,11.43,5.36,8.75,10.92
4,6.04,5.96,5.52,5.62,3.95,3.23,7.0,6.61,3.82,7.76
