Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,3.14,3.26,1.51,1.5,1.67,2.04,3.43,1.98,1.99,3.11
20,2.58,3.1,1.62,1.69,1.82,1.94,3.98,1.91,1.99,2.77
30,4.33,4.55,2.27,2.32,1.9,2.27,5.12,2.48,2.74,3.52
