Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,31983.12,4710.81,14798.73,4323.59,21429.9,8592.44,8835.02,51659.53,4438.21,3931.79
2,32994.7,16656.08,331.74,29774.77,29194.31,12348.43,48718.83,105480.11,16169.59,0.0
3,63771.24,54754.19,16911.11,32502.51,59220.99,7187.57,73759.83,85473.84,28313.73,9602.51
4,65586.2,66102.3,31149.53,65367.24,79985.2,35561.28,68578.24,53645.75,13674.33,37484.88
