Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,20.73,23.4,21.3,22.95,23.19,27.61,24.72,21.66,21.49,20.98
2,28.32,24.01,23.37,27.53,33.18,24.8,27.11,26.31,27.1,20.92
3,29.59,30.38,28.97,33.15,31.72,30.01,30.94,38.15,28.11,21.99
4,29.81,30.71,23.85,28.1,28.31,26.91,33.19,27.22,24.85,29.22
