Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,10.43,10.11,9.01,9.85,9.4,9.35,8.24,8.55,9.56,8.84
20,18.7,17.27,16.65,17.81,17.12,17.71,16.02,17.52,16.91,17.13
30,26.24,24.45,24.14,24.55,24.96,23.99,24.33,25.65,24.15,23.85
