Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.22,1.26,0.87,0.81,1.36,1.54,1.74,1.27,1.29,1.03
20,1.84,1.69,1.19,1.21,1.41,1.5,2.67,1.31,1.3,1.35
30,2.88,2.62,2.02,1.87,1.41,1.5,4.23,1.69,1.74,1.98
