Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.71,0.76,0.43,0.49,1.35,1.5,0.96,1.03,1.05,0.51
2,3.19,3.29,1.87,1.7,3.9,3.27,4.15,3.12,2.75,2.33
3,10.72,10.36,4.56,4.52,6.19,9.83,14.08,13.42,13.55,10.72
4,5.06,5.22,2.23,2.69,5.65,5.26,4.91,4.55,4.48,3.0
