Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,88.97,89.89,90.69,89.49,89.72,89.74,89.42,89.84,90.36,90.36
20,49.77,67.09,69.67,48.92,45.93,53.2,48.7,56.1,68.79,70.92
30,40.37,48.28,50.33,27.33,28.85,24.09,23.41,45.31,58.18,51.18
