Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,97.9,99.72,99.68,99.23,98.74,97.61,98.59,99.33,99.84,99.82
2,72.04,78.01,76.12,63.93,61.79,61.46,59.17,65.31,80.54,74.11
3,41.63,55.98,45.23,30.87,30.86,34.41,37.51,32.47,61.5,44.58
4,29.77,40.71,33.09,27.17,20.61,18.75,24.52,20.34,42.08,32.9
