Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.52,0.52,0.35,0.4,1.36,1.44,0.55,0.96,0.95,0.4
2,7.1,7.32,3.39,3.37,4.46,5.43,8.76,5.28,3.58,5.19
3,4.56,4.5,2.26,2.15,4.81,4.73,4.81,5.35,5.89,3.18
4,5.99,5.84,3.03,3.01,3.96,3.74,7.96,4.49,3.91,4.65
