Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.84,0.81,0.71,0.57,1.34,1.44,1.12,0.99,1.04,0.73
20,2.42,2.27,1.76,1.75,1.27,1.4,3.48,1.54,1.59,2.15
30,3.31,3.14,2.29,2.23,1.3,1.52,4.95,1.77,1.78,2.47
