Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,7.3,6.1,6.08,6.71,6.58,5.88,5.84,5.2,5.95,5.08
20,14.65,12.91,13.12,13.82,13.91,12.77,12.88,12.16,12.79,12.01
30,29.94,27.88,27.74,30.06,30.3,29.6,28.97,28.36,27.39,26.38
