Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,88.88,89.95,89.35,88.88,89.15,86.25,88.82,88.82,89.24,89.67
20,74.7,77.17,77.2,75.6,76.37,76.32,77.79,76.46,78.12,78.72
30,46.1,52.52,54.78,42.11,42.81,44.51,46.82,49.33,57.77,61.29
