Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,94.06,99.03,99.27,95.24,94.25,94.6,94.78,89.58,99.7,98.95
2,67.45,79.81,67.09,63.76,62.86,62.56,58.1,60.17,69.76,77.88
3,30.11,34.52,48.96,23.09,26.5,20.7,23.29,26.55,48.03,51.11
4,44.82,49.84,53.22,29.87,34.12,29.63,23.72,35.88,52.59,51.21
