Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.89,1.88,0.99,0.99,1.5,1.62,2.55,1.55,1.49,1.83
20,2.51,2.74,1.33,1.42,1.55,1.66,3.61,1.88,1.76,2.44
30,3.81,3.86,1.8,1.74,1.97,1.98,5.0,2.45,2.38,3.58
