Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.82,0.75,1.0,0.94,1.3,1.41,0.97,1.05,1.0,0.7
20,3.06,2.69,1.24,2.1,1.2,1.32,2.43,1.82,1.45,1.78
30,2.67,2.8,1.69,1.9,1.28,1.37,2.77,1.64,1.56,2.13
