Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.95,0.77,0.49,0.38,1.35,1.6,1.17,1.28,1.12,0.51
2,7.12,7.03,4.17,2.21,7.46,6.1,6.62,3.03,2.59,2.52
3,5.26,5.7,2.11,2.98,2.55,3.86,8.04,4.9,6.56,5.53
4,2.43,2.65,1.36,1.34,2.11,1.93,3.61,3.47,3.03,2.02
