Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,13.13,15.33,11.72,15.14,13.41,12.95,15.1,20.96,12.41,13.22
2,19.96,20.08,20.57,22.67,21.77,21.49,19.36,23.59,19.85,21.42
3,19.27,22.4,13.89,20.66,21.27,18.27,19.9,23.63,16.01,13.87
4,17.04,18.79,17.33,18.24,20.34,23.74,23.65,21.61,13.17,20.53
