Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,41.68,38.8,37.91,42.01,36.05,20.51,36.01,33.56,41.72,5.59
2,10.65,11.85,13.32,7.99,10.54,11.8,8.9,6.48,3.78,17.15
3,20.95,13.13,18.02,19.47,26.17,18.58,10.54,13.24,26.98,10.49
4,13.86,10.93,27.83,10.08,17.64,13.84,8.48,5.42,11.72,14.13
