Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,8.23,6.57,6.58,6.92,7.4,6.42,6.56,5.91,6.32,5.77
20,28.46,24.91,25.47,26.16,26.88,23.51,24.55,22.06,24.85,22.63
30,43.88,38.63,38.33,40.62,41.57,38.17,39.13,36.58,37.97,36.64
