epoch,loss,step,val_loss
0,0.10504476726055145,9,
0,0.0726967453956604,19,
0,0.040792182087898254,29,
0,,30,0.05881959944963455
1,0.016919361427426338,39,
1,0.009369950741529465,49,
1,0.005794382654130459,59,
1,,61,0.02033374458551407
2,0.010544775985181332,69,
2,0.006343217100948095,79,
2,0.0041310167871415615,89,
2,,92,0.010878760367631912
3,0.007991287857294083,99,
3,0.006316717714071274,109,
3,0.004397766198962927,119,
3,,123,0.00652739405632019
4,0.005141114350408316,129,
4,0.003786220448091626,139,
4,0.004702276084572077,149,
4,,154,0.0028012064285576344
5,0.0021602849010378122,159,
5,0.0020566987805068493,169,
5,0.0018381251720711589,179,
5,,185,0.002466062316671014
6,0.002655891003087163,189,
6,0.001922230119816959,199,
6,0.0018144301138818264,209,
6,,216,0.0020310445688664913
7,0.0019913814030587673,219,
7,0.0014031335012987256,229,
7,0.0016478392062708735,239,
7,,247,0.0018627085955813527
8,0.0019356912234798074,249,
8,0.0014838993083685637,259,
8,0.0019471803680062294,269,
8,,278,0.0017294647404924035
9,0.0019963334780186415,279,
9,0.002049462404102087,289,
9,0.0013290847418829799,299,
9,0.0020697067957371473,309,
9,,309,0.001525351544842124
10,0.001026652753353119,319,
10,0.0013698723632842302,329,
10,0.0014915148494765162,339,
10,,340,0.0014949117321521044
11,0.001000314368866384,349,
11,0.0010946885449811816,359,
11,0.0010468749096617103,369,
11,,371,0.001323647447861731
12,0.0010136108612641692,379,
12,0.0011014497140422463,389,
12,0.0009588127722963691,399,
12,,402,0.0012584569631144404
13,0.0010106704430654645,409,
13,0.0019146130653098226,419,
13,0.001516591990366578,429,
13,,433,0.0011496002553030849
14,0.0013869142858311534,439,
14,0.0009496024576947093,449,
14,0.002048543654382229,459,
14,,464,0.0010986658744513988
15,0.0009376341477036476,469,
15,0.0009934005793184042,479,
15,0.0010590903693810105,489,
15,,495,0.0010328624630346894
16,0.0010098712518811226,499,
16,0.0008862627437338233,509,
16,0.0007489825948141515,519,
16,,526,0.00099583447445184
17,0.000841583707369864,529,
17,0.0007804373162798584,539,
17,0.0009056308772414923,549,
17,,557,0.0009734273189678788
18,0.0010961417574435472,559,
18,0.000682489131577313,569,
18,0.0013871610863134265,579,
18,,588,0.0009284289553761482
19,0.0012508579529821873,589,
19,0.0011628280626609921,599,
19,0.0009943069890141487,609,
19,0.0009539658785797656,619,
19,,619,0.0009640410426072776
20,0.0006709336303174496,629,
20,0.0008971532806754112,639,
20,0.0010856810258701444,649,
20,,650,0.0008717856835573912
21,0.0006952366675250232,659,
21,0.0006156151066534221,669,
21,0.0008118519908748567,679,
21,,681,0.0010390740353614092
22,0.0007343227625824511,689,
22,0.000713515910319984,699,
22,0.0007481936481781304,709,
22,,712,0.0008686073706485331
23,0.0006091090035624802,719,
23,0.0013679632684215903,729,
23,0.001066129538230598,739,
23,,743,0.0013975463807582855
24,0.0016094238962978125,749,
24,0.0008516747038811445,759,
24,0.0015023007290437818,769,
24,,774,0.0010691817151382565
25,0.001011356944218278,779,
25,0.0008077723905444145,789,
25,0.0009254208416678011,799,
25,,805,0.0018010141793638468
26,0.0010404775384813547,809,
26,0.0011435509659349918,819,
26,0.0006232563173398376,829,
26,,836,0.0014099779073148966
27,0.0010838847374543548,839,
27,0.0006183572113513947,849,
27,0.0007574338233098388,859,
27,,867,0.0010333212558180094
28,0.0015640557976439595,869,
28,0.0005946946330368519,879,
28,0.0014024586416780949,889,
28,,898,0.001123319030739367
29,0.001378253917209804,899,
29,0.0011152424849569798,909,
29,0.000940188707318157,919,
29,0.0010276550892740488,929,
29,,929,0.000823431124445051
30,0.000521866895724088,939,
30,0.0007099354988895357,949,
30,0.000890598923433572,959,
30,,960,0.0008392274612560868
31,0.0004704431921709329,969,
31,0.0005147398333065212,979,
31,0.0005986418109387159,989,
31,,991,0.0007761568995192647
32,0.0006094431155361235,999,
32,0.0005927474703639746,1009,
32,0.0005268487147986889,1019,
32,,1022,0.0007980273221619427
33,0.0006051681702956557,1029,
33,0.001224874285981059,1039,
33,0.001012914115563035,1049,
33,,1053,0.0007484357920475304
34,0.0008971274364739656,1059,
34,0.0005631489912047982,1069,
34,0.0012911298545077443,1079,
34,,1084,0.0007796295685693622
35,0.0006438721902668476,1089,
35,0.0006866807234473526,1099,
35,0.0007648146711289883,1109,
35,,1115,0.000723800272680819
36,0.0007558904471807182,1119,
36,0.00047314437688328326,1129,
36,0.0004844205977860838,1139,
36,,1146,0.0007783540640957654
37,0.0006654084427282214,1149,
37,0.00044340937165543437,1159,
37,0.0005647159996442497,1169,
37,,1177,0.0007055848254822195
38,0.0007983125979080796,1179,
38,0.0004990852903574705,1189,
38,0.0011204209877178073,1199,
38,,1208,0.000780744303483516
39,0.001257812837138772,1209,
39,0.0009265356929972768,1219,
39,0.0007702993461862206,1229,
39,0.0009406101889908314,1239,
39,,1239,0.0006999105680733919
40,0.0004491234431043267,1249,
40,0.0006104366621002555,1259,
40,0.0007476698374375701,1269,
40,,1270,0.0007916570175439119
41,0.0004543469403870404,1279,
41,0.00046012751408852637,1289,
41,0.0005299271433614194,1299,
41,,1301,0.0007102612289600074
42,0.0006472760578617454,1309,
42,0.0006463331519626081,1319,
42,0.00041952947503887117,1329,
42,,1332,0.0008024366688914597
43,0.0006449283682741225,1339,
43,0.001307969680055976,1349,
43,0.0011674728011712432,1359,
43,,1363,0.0007516313926316798
44,0.0007056837202981114,1369,
44,0.0005265875370241702,1379,
44,0.0014870662707835436,1389,
44,,1394,0.0008231691317632794
45,0.0005554683157242835,1399,
45,0.0006518021109513938,1409,
45,0.0007829457754269242,1419,
45,,1425,0.0008467076695524156
46,0.0011114650405943394,1429,
46,0.0004239332629367709,1439,
46,0.0005540759302675724,1449,
46,,1456,0.0008701797341927886
