Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,12.57,13.04,11.16,12.54,11.46,10.85,15.35,17.6,10.92,13.26
2,13.97,14.85,14.91,17.67,22.45,17.86,15.95,21.87,15.86,14.9
3,20.4,18.66,19.6,20.94,17.98,16.83,20.37,26.84,18.11,18.01
4,22.08,22.05,20.99,22.37,21.17,23.81,26.0,22.8,23.13,24.93
