Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,11.52,8.86,12.75,9.71,12.37,9.93,11.6,11.85,8.5,8.11
2,14.3,12.37,10.61,13.98,14.82,12.29,16.29,18.78,12.99,12.15
3,17.17,19.24,12.27,12.36,12.35,14.73,20.98,20.48,14.16,13.46
4,10.91,8.42,8.08,9.72,12.46,10.15,10.94,11.23,7.31,7.64
