Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,92.35,94.8,94.91,92.77,92.88,93.24,92.86,92.91,95.75,96.95
20,82.51,85.37,84.82,83.56,82.59,83.61,83.03,83.14,86.65,88.76
30,72.22,74.97,74.72,72.31,72.86,72.52,72.83,72.4,76.17,77.35
