Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,88.55,89.5,89.54,89.24,89.36,89.41,88.16,89.28,89.81,90.11
20,69.75,75.66,76.39,70.65,72.12,70.15,67.08,70.32,76.4,77.6
30,45.75,51.26,48.55,25.17,25.48,18.36,21.06,30.4,57.06,56.98
