Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,93.83,98.73,95.42,96.72,93.5,96.17,93.73,92.41,98.55,97.27
2,79.21,88.92,83.09,70.93,65.19,52.49,59.49,43.29,87.87,60.35
3,35.2,44.31,52.58,26.11,30.87,29.94,23.51,39.28,49.68,50.81
4,42.44,47.35,57.2,29.24,33.56,27.78,21.35,30.81,52.96,46.17
