Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,13.79,12.32,12.31,13.38,13.49,13.59,13.76,13.88,12.2,12.33
20,12.44,10.42,10.63,11.62,11.86,11.42,11.28,11.65,10.36,9.94
30,20.93,18.84,19.0,19.17,19.44,18.96,18.26,19.58,18.75,18.11
