Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,6.81,5.55,7.39,5.53,3.27,4.5,6.06,4.4,4.02,5.48
2,4.73,4.18,4.89,3.7,3.06,3.81,5.53,2.54,4.49,6.83
3,8.47,7.48,12.97,7.67,4.28,4.66,9.77,6.85,6.24,7.74
4,8.53,6.61,8.95,6.08,4.38,6.45,9.77,6.39,7.78,7.91
