Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,82.45,80.76,89.66,81.81,80.84,81.23,81.9,79.58,83.77,82.15
2,40.03,59.37,48.05,42.9,37.66,32.46,46.01,50.75,53.85,59.45
3,30.94,44.85,49.48,26.89,26.43,23.03,27.54,34.52,55.37,42.54
4,18.22,36.55,30.8,19.37,19.71,16.68,20.88,15.66,40.46,24.59
