Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,89.84,90.15,90.78,89.86,90.11,89.29,89.64,89.69,90.89,90.01
20,41.35,69.55,36.44,23.03,19.81,26.72,17.14,39.91,70.74,49.79
30,33.02,43.55,45.42,17.92,28.94,26.81,31.39,55.27,47.84,60.8
