Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,2.87,2.49,2.01,3.53,3.1,2.99,3.77,3.25,2.2,2.64
2,16.93,7.9,10.83,15.45,17.6,17.54,15.23,14.01,8.44,7.54
3,14.61,7.71,8.12,11.88,13.84,17.72,26.1,27.79,5.4,15.58
4,11.7,6.95,8.39,12.33,13.61,14.27,14.32,13.8,7.1,8.97
