Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,6.27,5.02,4.82,5.08,5.7,5.21,4.45,5.1,5.39,4.49
20,17.79,14.7,16.15,18.37,18.19,17.17,17.88,16.19,13.9,15.5
30,34.46,30.42,30.53,33.04,32.8,29.32,30.05,27.03,30.21,26.36
