Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,8.18,7.83,7.78,7.83,7.7,7.74,7.76,7.95,7.74,7.54
20,13.61,12.11,12.01,13.32,13.13,13.17,12.6,13.3,11.84,11.71
30,22.99,21.67,21.84,22.32,22.43,21.7,21.61,22.06,21.74,21.25
