Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,15.04,16.54,16.47,13.57,13.78,12.97,13.38,13.13,16.49,16.13
20,13.73,12.99,13.05,13.39,13.54,13.67,13.57,14.55,12.91,12.81
30,23.05,21.95,21.86,21.31,20.78,20.27,20.31,20.85,21.82,21.04
