Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,12.72,9.22,12.69,11.24,14.33,11.89,14.19,13.39,9.59,9.54
2,13.31,11.89,11.49,13.77,18.31,14.41,14.63,18.87,12.74,11.63
3,22.1,18.61,15.3,13.92,15.49,15.92,22.89,24.6,15.08,16.76
4,11.79,8.75,8.29,10.37,11.89,11.33,11.67,11.11,8.03,8.0
