Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,3.12,3.32,1.57,1.49,1.77,2.05,3.14,2.21,2.31,2.52
20,3.37,3.65,1.88,1.79,1.86,2.09,4.08,2.33,2.3,3.28
30,3.95,4.35,2.12,2.16,2.09,2.15,5.29,2.95,2.45,3.68
