Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,23.07,24.38,23.7,25.69,26.7,24.02,28.75,27.03,24.41,26.77
20,21.69,17.18,17.12,31.45,28.88,34.74,37.36,34.95,15.97,23.5
30,17.74,21.07,22.05,16.74,15.97,19.09,18.44,18.72,21.89,24.44
